Hit	DB	Accession	Description	Organism	Length	Score(Bits)	Identities(%)	Positives(%)	E()
876	TR	A0A1E3BNM2	S-adenosylmethionine synthase OS=Aspergillus cristatus OX=573508 GN=SI65_02810 PE=3 SV=1	Aspergillus cristatus	387	1502	74.4	86.0	0.0
877	TR	N1R7B6	S-adenosylmethionine synthase OS=Fusarium oxysporum f. sp. cubense (strain race 4) OX=2502994 GN=FOC4_g10014873 PE=3 SV=1	Fusarium oxysporum f. sp. cubense (strain race 4)	403	1502	75.3	85.6	0.0
878	TR	A0AAD4F3D2	S-adenosylmethionine synthase OS=Staphylotrichum longicolle OX=669026 GN=ETH1 PE=3 SV=1	Staphylotrichum longicolle	406	1502	75.3	85.8	0.0
879	TR	C7YHH2	S-adenosylmethionine synthase OS=Fusarium vanettenii (strain ATCC MYA-4622 / CBS 123669 / FGSC 9596 / NRRL 45880 / 77-13-4) OX=660122 GN=NECHADRAFT_98845 PE=3 SV=1	Fusarium vanettenii (strain ATCC MYA-4622 / CBS 123669 / FGSC 9596 / NRRL 45880 / 77-13-4)	403	1502	74.8	86.1	0.0
880	TR	A0AAN6ZWY2	S-adenosylmethionine synthase OS=Chaetomidium leptoderma OX=669021 GN=C8A00DRAFT_33269 PE=3 SV=1	Chaetomidium leptoderma	406	1502	75.1	86.1	0.0
881	TR	A0A8J5PPY6	S-adenosylmethionine synthase OS=Fusarium oxysporum f. sp. rapae OX=485398 GN=eth-1 PE=3 SV=1	Fusarium oxysporum f. sp. rapae	403	1502	75.3	85.6	0.0
882	TR	A0A2K0W586	S-adenosylmethionine synthase OS=Gibberella nygamai OX=42673 GN=FNYG_09305 PE=3 SV=1	Gibberella nygamai	403	1502	75.3	85.6	0.0
883	TR	A0A1L7V5W3	S-adenosylmethionine synthase OS=Fusarium proliferatum (strain ET1) OX=1227346 GN=FPRO_01204 PE=3 SV=1	Fusarium proliferatum (strain ET1)	403	1502	75.3	85.6	0.0
884	TR	X0M2Z6	S-adenosylmethionine synthase OS=Fusarium oxysporum f. sp. vasinfectum 25433 OX=1089449 GN=FOTG_06102 PE=3 SV=1	Fusarium oxysporum f. sp. vasinfectum 25433	403	1502	75.3	85.6	0.0
885	TR	A0AAE0IST4	S-adenosylmethionine synthase OS=Apodospora peruviana OX=516989 GN=B0H66DRAFT_572492 PE=3 SV=1	Apodospora peruviana	404	1502	75.1	86.4	0.0
886	TR	A0A8H5WHL0	S-adenosylmethionine synthase OS=Fusarium denticulatum OX=48507 GN=FDENT_13220 PE=3 SV=1	Fusarium denticulatum	403	1502	75.3	85.6	0.0
887	TR	A0A559L832	S-adenosylmethionine synthase OS=Fusarium oxysporum f. sp. cubense OX=61366 GN=eth-1 PE=3 SV=1	Fusarium oxysporum f. sp. cubense	403	1502	75.3	85.6	0.0
888	TR	A0A081CM00	S-adenosylmethionine synthase OS=Pseudozyma antarctica OX=84753 GN=PAN0_020c5925 PE=3 SV=1	Pseudozyma antarctica	389	1502	74.2	87.6	0.0
889	TR	W9QDR6	S-adenosylmethionine synthase OS=Fusarium oxysporum f. sp. pisi HDV247 OX=1080344 GN=FOVG_00841 PE=3 SV=1	Fusarium oxysporum f. sp. pisi HDV247	403	1502	75.3	85.6	0.0
890	TR	A0A365N6E9	S-adenosylmethionine synthase OS=Gibberella intermedia OX=948311 GN=BFJ72_g9869 PE=3 SV=1	Gibberella intermedia	403	1502	75.3	85.6	0.0
891	TR	A0A2H3T1E6	S-adenosylmethionine synthase OS=Fusarium oxysporum OX=5507 GN=BFJ68_g4954 PE=3 SV=1	Fusarium oxysporum	403	1502	75.3	85.6	0.0
892	TR	X0KRX3	S-adenosylmethionine synthase OS=Fusarium odoratissimum (strain NRRL 54006) OX=1089451 GN=FOIG_01154 PE=3 SV=1	Fusarium odoratissimum (strain NRRL 54006)	403	1502	75.3	85.6	0.0
893	TR	X0B5J2	S-adenosylmethionine synthase OS=Fusarium oxysporum f. sp. melonis 26406 OX=1089452 GN=FOMG_01356 PE=3 SV=1	Fusarium oxysporum f. sp. melonis 26406	403	1502	75.3	85.6	0.0
894	TR	W7LC88	S-adenosylmethionine synthase OS=Gibberella moniliformis (strain M3125 / FGSC 7600) OX=334819 GN=FVEG_00882 PE=3 SV=1	Gibberella moniliformis (strain M3125 / FGSC 7600)	403	1502	75.3	85.6	0.0
895	TR	A0A101MCS7	S-adenosylmethionine synthase OS=Penicillium freii OX=48697 GN=ACN42_g9000 PE=3 SV=1	Penicillium freii	387	1502	74.3	85.6	0.0
896	TR	A0A165JII4	S-adenosylmethionine synthase OS=Xylona heveae (strain CBS 132557 / TC161) OX=1328760 GN=L228DRAFT_235378 PE=3 SV=1	Xylona heveae (strain CBS 132557 / TC161)	390	1502	76.0	85.2	0.0
897	TR	A0A1L7SJC8	S-adenosylmethionine synthase OS=Fusarium mangiferae OX=192010 GN=FMAN_01157 PE=3 SV=1	Fusarium mangiferae	403	1502	75.3	85.6	0.0
898	TR	A0A8H5RGX4	S-adenosylmethionine synthase OS=Fusarium sp. NRRL 25303 OX=122381 GN=F25303_9252 PE=3 SV=1	Fusarium sp. NRRL 25303	403	1502	75.3	85.6	0.0
899	TR	A0A8H5K7D2	S-adenosylmethionine synthase OS=Fusarium phyllophilum OX=47803 GN=FPHYL_2371 PE=3 SV=1	Fusarium phyllophilum	403	1502	75.3	85.6	0.0
900	TR	A0AAD6GRZ7	S-adenosylmethionine synthase OS=Penicillium hordei OX=40994 GN=N7537_011684 PE=3 SV=1	Penicillium hordei	387	1502	74.3	85.6	0.0
901	TR	A0A1V6NGG1	S-adenosylmethionine synthase OS=Penicillium polonicum OX=60169 GN=PENPOL_c009G06030 PE=3 SV=1	Penicillium polonicum	387	1502	74.3	85.6	0.0
902	TR	A0A9P8IU44	S-adenosylmethionine synthase OS=Fusarium musae OX=1042133 GN=ETH1 PE=3 SV=1	Fusarium musae	403	1502	75.3	85.6	0.0
903	TR	A0A0D2X9R5	S-adenosylmethionine synthase OS=Fusarium oxysporum (strain Fo5176) OX=660025 GN=28942933 PE=3 SV=1	Fusarium oxysporum (strain Fo5176)	403	1502	75.3	85.6	0.0
904	TR	A0A428UI04	S-adenosylmethionine synthase OS=Fusarium oligoseptatum OX=2604345 GN=CEP52_001621 PE=3 SV=1	Fusarium oligoseptatum	481	1502	75.1	85.8	0.0
905	TR	A0A428P0U0	S-adenosylmethionine synthase (Fragment) OS=Fusarium floridanum OX=1325733 GN=CEP51_015900 PE=3 SV=1	Fusarium floridanum	443	1502	75.1	85.8	0.0
906	TR	A0A3M2RWB9	S-adenosylmethionine synthase OS=Fusarium kuroshium OX=2010991 GN=CDV36_010773 PE=3 SV=1	Fusarium kuroshium	481	1502	75.1	85.8	0.0
907	TR	A0A0J9U6H4	S-adenosylmethionine synthase OS=Fusarium oxysporum f. sp. lycopersici (strain 4287 / CBS 123668 / FGSC 9935 / NRRL 34936) OX=426428 GN=FOXG_00630 PE=3 SV=1	Fusarium oxysporum f. sp. lycopersici (strain 4287 / CBS 123668 / FGSC 9935 / NRRL 34936)	403	1502	75.3	85.6	0.0
908	TR	A0A8J5UIG0	S-adenosylmethionine synthase OS=Fusarium oxysporum f. sp. raphani OX=96318 GN=eth-1 PE=3 SV=1	Fusarium oxysporum f. sp. raphani	403	1502	75.3	85.6	0.0
909	TR	A0A9P7L070	S-adenosylmethionine synthase OS=Fusarium xylarioides OX=221167 GN=H9Q72_012770 PE=3 SV=1	Fusarium xylarioides	403	1502	75.3	85.6	0.0
910	TR	A0A9P8TSP9	S-adenosylmethionine synthase OS=Trichoderma cornu-damae OX=654480 GN=Trco_005564 PE=3 SV=1	Trichoderma cornu-damae	391	1502	76.4	85.3	0.0
911	TR	A0A074SX47	S-adenosylmethionine synthase OS=Rhizoctonia solani 123E OX=1423351 GN=V565_016790 PE=3 SV=1	Rhizoctonia solani 123E	392	1502	73.9	87.4	0.0
912	TR	A0A2H3I2S8	S-adenosylmethionine synthase OS=Fusarium oxysporum f. sp. radicis-cucumerinum OX=327505 GN=AU210_001174 PE=3 SV=1	Fusarium oxysporum f. sp. radicis-cucumerinum	403	1502	75.3	85.6	0.0
913	TR	A0A9W9LDT9	S-adenosylmethionine synthase OS=Penicillium capsulatum OX=69766 GN=N7492_010371 PE=3 SV=1	Penicillium capsulatum	390	1501	75.4	85.4	0.0
914	TR	A0A1J7J5Q7	S-adenosylmethionine synthase OS=Coniochaeta ligniaria NRRL 30616 OX=1408157 GN=CONLIGDRAFT_59095 PE=3 SV=1	Coniochaeta ligniaria NRRL 30616	404	1501	75.1	86.4	0.0
915	TR	A0A427YF26	S-adenosylmethionine synthase OS=Saitozyma podzolica OX=1890683 GN=SAM2 PE=3 SV=1	Saitozyma podzolica	396	1501	76.4	86.1	0.0
916	TR	A0A8H4CY46	S-adenosylmethionine synthase OS=Colletotrichum gloeosporioides OX=474922 GN=GCG54_00009960 PE=3 SV=1	Colletotrichum gloeosporioides	396	1501	74.8	85.8	0.0
917	TR	A0A8H4WH73	S-adenosylmethionine synthase OS=Penicillium sp. str. #12 OX=2720512 GN=HAV15_009484 PE=3 SV=1	Penicillium sp. str. #12	387	1501	74.3	85.6	0.0
918	TR	A0A0C3FIP7	S-adenosylmethionine synthase OS=Piloderma croceum (strain F 1598) OX=765440 GN=PILCRDRAFT_823202 PE=3 SV=1	Piloderma croceum (strain F 1598)	393	1501	75.5	86.3	0.0
919	TR	T0JZI3	S-adenosylmethionine synthase OS=Colletotrichum gloeosporioides (strain Cg-14) OX=1237896 GN=CGLO_11896 PE=3 SV=1	Colletotrichum gloeosporioides (strain Cg-14)	396	1501	74.8	85.8	0.0
920	TR	A0AAN6MH23	S-adenosylmethionine synthase OS=Staphylotrichum tortipilum OX=2831512 GN=C8A05DRAFT_35931 PE=3 SV=1	Staphylotrichum tortipilum	402	1501	75.3	85.6	0.0
921	TR	A0AA39GLG2	S-adenosylmethionine synthase OS=Sarocladium strictum OX=5046 GN=NLU13_3140 PE=3 SV=1	Sarocladium strictum	395	1501	75.1	85.8	0.0
922	TR	A0A2D3V1L2	S-adenosylmethionine synthase OS=Ramularia collo-cygni OX=112498 GN=RCC_00096 PE=3 SV=1	Ramularia collo-cygni	394	1501	73.0	86.6	0.0
923	TR	A0A0C3S1D0	S-adenosylmethionine synthase OS=Phlebiopsis gigantea (strain 11061_1 CR5-6) OX=745531 GN=PHLGIDRAFT_68547 PE=3 SV=1	Phlebiopsis gigantea (strain 11061_1 CR5-6)	392	1501	74.7	86.5	0.0
924	TR	A0AAN7ASL3	S-adenosylmethionine synthase OS=Triangularia verruculosa OX=2587418 GN=QBC40DRAFT_80473 PE=3 SV=1	Triangularia verruculosa	405	1501	74.8	86.4	0.0
925	TR	A0A0M9WII6	S-adenosylmethionine synthase OS=Penicillium nordicum OX=229535 GN=ACN38_g2894 PE=3 SV=1	Penicillium nordicum	387	1501	74.3	85.6	0.0
926	TR	A0AAD4L834	S-adenosylmethionine synthase OS=Lactarius akahatsu OX=416441 GN=EDB92DRAFT_2071209 PE=3 SV=1	Lactarius akahatsu	392	1501	74.9	86.5	0.0
927	TR	A0AAI9TCP0	S-adenosylmethionine synthase OS=Penicillium thymicola OX=293382 GN=eth1 PE=3 SV=1	Penicillium thymicola	387	1501	74.3	85.6	0.0
928	TR	A0A1V6RDY0	S-adenosylmethionine synthase OS=Penicillium solitum OX=60172 GN=PENSOL_c006G03623 PE=3 SV=1	Penicillium solitum	387	1501	74.3	85.6	0.0
929	TR	A0A166N308	S-adenosylmethionine synthase OS=Ascosphaera apis ARSEF 7405 OX=392613 GN=AAP_05643 PE=3 SV=1	Ascosphaera apis ARSEF 7405	386	1501	75.3	85.6	0.0
930	TR	A0A077RC10	S-adenosylmethionine synthase OS=Melanopsichium pennsylvanicum 4 OX=1398559 PE=3 SV=1	Melanopsichium pennsylvanicum 4	389	1500	74.5	87.4	0.0
931	TR	A0A8H3HMD6	S-adenosylmethionine synthase OS=Rhizoctonia solani OX=456999 GN=RDB_LOCUS123324 PE=3 SV=1	Rhizoctonia solani	393	1500	73.7	87.4	0.0
932	TR	A0A0K6FPB0	S-adenosylmethionine synthase OS=Rhizoctonia solani OX=456999 GN=sam1 PE=3 SV=1	Rhizoctonia solani	392	1500	74.2	87.4	0.0
933	TR	A0A1X6NA21	S-adenosylmethionine synthase OS=Postia placenta MAD-698-R-SB12 OX=670580 GN=POSPLADRAFT_1134325 PE=3 SV=1	Postia placenta MAD-698-R-SB12	393	1500	74.4	86.8	0.0
934	TR	A0A5N5KJK0	S-adenosylmethionine synthase OS=Coniochaeta sp. 2T2.1 OX=1571157 GN=GE09DRAFT_1228486 PE=3 SV=1	Coniochaeta sp. 2T2.1	404	1500	74.8	85.6	0.0
935	TR	A0A2T4AQK4	S-adenosylmethionine synthase OS=Trichoderma harzianum CBS 226.95 OX=983964 GN=M431DRAFT_76897 PE=3 SV=1	Trichoderma harzianum CBS 226.95	391	1500	75.9	85.6	0.0
936	TR	A0A0D2BP35	S-adenosylmethionine synthase OS=Exophiala oligosperma OX=215243 GN=PV06_09067 PE=3 SV=1	Exophiala oligosperma	391	1500	74.9	85.0	0.0
937	TR	A0AAJ4XQ32	S-adenosylmethionine synthase OS=Melanopsichium pennsylvanicum OX=63383 GN=MEPE_05113 PE=3 SV=1	Melanopsichium pennsylvanicum	389	1500	74.5	87.4	0.0
938	TR	A0A7D5V4W7	S-adenosylmethionine synthase OS=Metarhizium brunneum OX=500148 GN=eth-1 PE=3 SV=1	Metarhizium brunneum	394	1500	75.9	85.3	0.0
939	TR	A0A8K0NSE4	S-adenosylmethionine synthase OS=Filobasidium floriforme OX=5210 GN=FFLO_01663 PE=3 SV=1	Filobasidium floriforme	401	1500	75.9	86.6	0.0
940	TR	A0A0C3DIU4	S-adenosylmethionine synthase OS=Oidiodendron maius (strain Zn) OX=913774 GN=OIDMADRAFT_28061 PE=3 SV=1	Oidiodendron maius (strain Zn)	394	1500	74.5	85.5	0.0
941	TR	A0A0F4YWI9	S-adenosylmethionine synthase OS=Rasamsonia emersonii CBS 393.64 OX=1408163 GN=T310_3544 PE=3 SV=1	Rasamsonia emersonii CBS 393.64	385	1500	75.0	85.8	0.0
942	TR	A0A8H7P170	S-adenosylmethionine synthase OS=Rhodonia placenta OX=104341 GN=IEO21_05882 PE=3 SV=1	Rhodonia placenta	393	1500	74.4	86.8	0.0
943	TR	A0AA39D318	S-adenosylmethionine synthase OS=Knufia peltigerae OX=1002370 GN=SAM2 PE=3 SV=1	Knufia peltigerae	391	1500	74.9	85.0	0.0
944	TR	A0A6A6J628	S-adenosylmethionine synthase OS=Westerdykella ornata OX=318751 GN=EI97DRAFT_261562 PE=3 SV=1	Westerdykella ornata	394	1500	75.0	85.0	0.0
945	TR	B6QS50	S-adenosylmethionine synthase OS=Talaromyces marneffei (strain ATCC 18224 / CBS 334.59 / QM 7333) OX=441960 GN=PMAA_043760 PE=3 SV=1	Talaromyces marneffei (strain ATCC 18224 / CBS 334.59 / QM 7333)	389	1499	73.4	85.8	0.0
946	TR	A0A8H3C2U7	S-adenosylmethionine synthase OS=Rhizoctonia solani OX=456999 GN=RDB_LOCUS105495 PE=3 SV=1	Rhizoctonia solani	392	1499	73.9	87.4	0.0
947	TR	A0A438NHA7	S-adenosylmethionine synthase OS=Exophiala mesophila OX=212818 GN=B0A52_01377 PE=3 SV=1	Exophiala mesophila	392	1499	75.7	85.8	0.0
948	TR	A0AAD9MD92	S-adenosylmethionine synthase OS=Phyllachora maydis OX=1825666 GN=P8C59_004232 PE=3 SV=1	Phyllachora maydis	405	1499	74.3	86.6	0.0
949	TR	A0AAV9GL22	S-adenosylmethionine synthase OS=Podospora aff. communis PSN243 OX=3040156 GN=QBC34DRAFT_299098 PE=3 SV=1	Podospora aff. communis PSN243	403	1499	75.1	85.8	0.0
950	TR	A0A6A6NV15	S-adenosylmethionine synthase OS=Lineolata rhizophorae OX=578093 GN=BDY21DRAFT_289561 PE=3 SV=1	Lineolata rhizophorae	398	1499	74.7	85.5	0.0
951	TR	A0AA39XGZ4	S-adenosylmethionine synthase OS=Immersiella caudata OX=314043 GN=B0T14DRAFT_533668 PE=3 SV=1	Immersiella caudata	403	1499	75.1	85.8	0.0
952	TR	A0A8H3ERY7	S-adenosylmethionine synthase OS=Heterodermia speciosa OX=116794 GN=SAM2 PE=3 SV=1	Heterodermia speciosa	393	1499	74.5	86.3	0.0
953	TR	A0A6A5Z7T9	S-adenosylmethionine synthase OS=Lophiotrema nucula OX=690887 GN=BDV96DRAFT_646568 PE=3 SV=1	Lophiotrema nucula	393	1499	75.7	84.7	0.0
954	TR	A0AAN6Z6U0	S-adenosylmethionine synthase OS=Parathielavia appendiculata OX=2587402 GN=N657DRAFT_677856 PE=3 SV=1	Parathielavia appendiculata	403	1499	75.3	85.3	0.0
955	TR	A0AAF0ISN1	S-adenosylmethionine synthase OS=Malassezia obtusa OX=76774 GN=SAM2 PE=3 SV=1	Malassezia obtusa	388	1499	74.5	87.4	0.0
956	TR	A0AAV9JIM1	S-adenosylmethionine synthase OS=Oleoguttula mirabilis OX=1507867 GN=ETH1 PE=3 SV=1	Oleoguttula mirabilis	394	1499	75.4	85.4	0.0
957	TR	A0A9N9XXP0	S-adenosylmethionine synthase OS=Clonostachys byssicola OX=160290 GN=CBYS24578_00000357 PE=3 SV=1	Clonostachys byssicola	394	1498	76.3	85.5	0.0
958	TR	A0A084QRH2	S-adenosylmethionine synthase OS=Stachybotrys chlorohalonatus (strain IBT 40285) OX=1283841 GN=S40285_00674 PE=3 SV=1	Stachybotrys chlorohalonatus (strain IBT 40285)	395	1498	75.1	85.0	0.0
959	TR	A0A5B1QIM1	S-adenosylmethionine synthase OS=Dentipellis sp. KUC8613 OX=1883078 GN=DENSPDRAFT_834765 PE=3 SV=1	Dentipellis sp. KUC8613	392	1498	74.6	87.3	0.0
960	TR	A0A9P6L8T8	S-adenosylmethionine synthase OS=Thelephora terrestris OX=56493 GN=BJ322DRAFT_1018512 PE=3 SV=1	Thelephora terrestris	394	1498	73.8	86.8	0.0
961	TR	A0A9W4UFV8	S-adenosylmethionine synthase OS=Periconia digitata OX=1303443 GN=PDIGIT_LOCUS8269 PE=3 SV=1	Periconia digitata	391	1498	75.5	85.2	0.0
962	TR	A0AA35Q8G7	S-adenosylmethionine synthase OS=Clonostachys chloroleuca OX=1926264 GN=CCHLO57077_00005420 PE=3 SV=1	Clonostachys chloroleuca	394	1498	76.3	85.5	0.0
963	TR	A0A9P2ZTQ6	S-adenosylmethionine synthase OS=Saitozyma sp. JCM 24511 OX=1639000 GN=JCM24511_02498 PE=3 SV=1	Saitozyma sp. JCM 24511	396	1498	76.1	86.1	0.0
964	TR	A0A9P9Y3E2	S-adenosylmethionine synthase OS=Emericellopsis cladophorae OX=2686198 GN=J7T54_002441 PE=3 SV=1	Emericellopsis cladophorae	394	1498	76.1	85.5	0.0
965	TR	A0A3M2STT2	S-adenosylmethionine synthase OS=Aspergillus sp. HF37 OX=1960876 GN=PHISP_08175 PE=3 SV=1	Aspergillus sp. HF37	392	1498	74.2	85.3	0.0
966	TR	W9XMQ2	S-adenosylmethionine synthase OS=Capronia coronata CBS 617.96 OX=1182541 GN=A1O1_09006 PE=3 SV=1	Capronia coronata CBS 617.96	391	1498	76.0	85.0	0.0
967	TR	A0AAN8ENP6	S-adenosylmethionine synthase OS=Knufia fluminis OX=191047 GN=SAM2 PE=3 SV=1	Knufia fluminis	395	1498	73.9	85.0	0.0
968	TR	A0A428QQ97	S-adenosylmethionine synthase OS=Fusarium duplospermum OX=1325734 GN=CEP54_003223 PE=3 SV=1	Fusarium duplospermum	403	1498	74.8	85.8	0.0
969	TR	U1GQH8	S-adenosylmethionine synthase OS=Endocarpon pusillum (strain Z07020 / HMAS-L-300199) OX=1263415 GN=EPUS_00723 PE=3 SV=1	Endocarpon pusillum (strain Z07020 / HMAS-L-300199)	392	1498	76.7	85.4	0.0
970	TR	A0A0B7JPK9	S-adenosylmethionine synthase OS=Bionectria ochroleuca OX=29856 GN=BN869_000002973_1 PE=3 SV=1	Bionectria ochroleuca	394	1498	76.3	85.5	0.0
971	TR	A0A166UW31	S-adenosylmethionine synthase OS=Moelleriella libera RCEF 2490 OX=1081109 GN=AAL_00497 PE=3 SV=1	Moelleriella libera RCEF 2490	394	1498	75.9	85.3	0.0
972	TR	A0A4Y9Z0G9	S-adenosylmethionine synthase OS=Rhodofomes roseus OX=34475 GN=EVJ58_g1095 PE=3 SV=1	Rhodofomes roseus	1309	1498	74.4	86.5	0.0
973	TR	A0A1L9P7L7	S-adenosylmethionine synthase OS=Aspergillus versicolor CBS 583.65 OX=1036611 GN=ASPVEDRAFT_79190 PE=3 SV=1	Aspergillus versicolor CBS 583.65	408	1498	71.9	82.5	0.0
974	TR	A0AAN6PCW4	S-adenosylmethionine synthase OS=Parachaetomium inaequale OX=2588326 GN=C8A01DRAFT_18143 PE=3 SV=1	Parachaetomium inaequale	398	1498	74.8	86.1	0.0
975	TR	A0A9P6UE13	S-adenosylmethionine synthase OS=Linnemannia gamsii OX=64522 GN=SAM2 PE=3 SV=1	Linnemannia gamsii	383	1498	73.6	85.4	0.0
976	TR	A0A8H7E2A1	S-adenosylmethionine synthase OS=Endocarpon pusillum OX=364733 GN=GJ744_000715 PE=3 SV=1	Endocarpon pusillum	392	1498	76.7	85.4	0.0
977	TR	A0AAD5F2R4	S-adenosylmethionine synthase OS=Fusarium sp. LHS14.1 OX=2898545 GN=NCS52_00682000 PE=3 SV=1	Fusarium sp. LHS14.1	403	1497	74.8	86.1	0.0
978	TR	A0A0D2IYI7	S-adenosylmethionine synthase OS=Rhinocladiella mackenziei CBS 650.93 OX=1442369 GN=Z518_03087 PE=3 SV=1	Rhinocladiella mackenziei CBS 650.93	391	1497	76.3	85.0	0.0
979	TR	A0AAJ0FM98	S-adenosylmethionine synthase OS=Conoideocrella luteorostrata OX=1105319 GN=SAM2 PE=3 SV=1	Conoideocrella luteorostrata	394	1497	75.3	85.0	0.0
980	TR	A0A084FY32	S-adenosylmethionine synthase OS=Pseudallescheria apiosperma OX=563466 GN=SAPIO_CDS8976 PE=3 SV=1	Pseudallescheria apiosperma	404	1497	74.5	85.8	0.0
981	TR	A0A8K0PUL0	S-adenosylmethionine synthase OS=Chaetomium sp. MPI-SDFR-AT-0129 OX=2823209 GN=B0J18DRAFT_364212 PE=3 SV=1	Chaetomium sp. MPI-SDFR-AT-0129	399	1497	75.3	85.0	0.0
982	TR	A0A9P8IGH4	S-adenosylmethionine synthase OS=Glutinoglossum americanum OX=1670608 GN=FGG08_001725 PE=3 SV=1	Glutinoglossum americanum	390	1496	74.7	86.5	0.0
983	TR	A0A9P9N2C4	S-adenosylmethionine synthase OS=Pyrenochaeta sp. MPI-SDFR-AT-0127 OX=2829485 GN=BKA66DRAFT_445805 PE=3 SV=1	Pyrenochaeta sp. MPI-SDFR-AT-0127	395	1496	75.4	84.9	0.0
984	TR	A0A084B4Q0	S-adenosylmethionine synthase OS=Stachybotrys chartarum (strain CBS 109288 / IBT 7711) OX=1280523 GN=S7711_05602 PE=3 SV=1	Stachybotrys chartarum (strain CBS 109288 / IBT 7711)	398	1496	75.1	84.8	0.0
985	TR	E9EW80	S-adenosylmethionine synthase OS=Metarhizium robertsii (strain ARSEF 23 / ATCC MYA-3075) OX=655844 GN=MAA_04279 PE=3 SV=1	Metarhizium robertsii (strain ARSEF 23 / ATCC MYA-3075)	394	1496	75.6	85.0	0.0
986	TR	A0A0D9NYS5	S-adenosylmethionine synthase OS=Metarhizium anisopliae BRIP 53293 OX=1291518 GN=H634G_05796 PE=3 SV=1	Metarhizium anisopliae BRIP 53293	394	1496	75.6	85.0	0.0
987	TR	A0A1W5D2V4	S-adenosylmethionine synthase OS=Lasallia pustulata OX=136370 PE=3 SV=1	Lasallia pustulata	468	1496	75.3	84.2	0.0
988	TR	A0A5M8PPM9	S-adenosylmethionine synthase OS=Lasallia pustulata OX=136370 GN=FRX48_05190 PE=3 SV=1	Lasallia pustulata	468	1496	75.3	84.2	0.0
989	TR	A0A1X2GKG8	S-adenosylmethionine synthase OS=Hesseltinella vesiculosa OX=101127 GN=DM01DRAFT_1304327 PE=3 SV=1	Hesseltinella vesiculosa	384	1496	72.9	86.3	0.0
990	TR	A0A369HBT4	S-adenosylmethionine synthase OS=Ophiocordyceps camponoti-saundersi (nom. inval.) OX=2039874 GN=CP533_6551 PE=3 SV=1	Ophiocordyceps camponoti-saundersi (nom. inval.)	398	1496	75.0	85.5	0.0
991	TR	A0A9P8M8P1	S-adenosylmethionine synthase OS=Metarhizium humberi OX=2596975 GN=MHUMG1_06788 PE=3 SV=1	Metarhizium humberi	394	1496	75.6	85.0	0.0
992	TR	A0A9P8CNP5	S-adenosylmethionine synthase OS=Emericellopsis atlantica OX=2614577 GN=F5Z01DRAFT_637544 PE=3 SV=1	Emericellopsis atlantica	394	1496	75.8	85.8	0.0
993	TR	A0A1E3IM17	S-adenosylmethionine synthase OS=Cryptococcus wingfieldii CBS 7118 OX=1295528 GN=L198_06326 PE=3 SV=1	Cryptococcus wingfieldii CBS 7118	394	1496	75.5	86.5	0.0
994	TR	A0AAN6UZW1	S-adenosylmethionine synthase OS=Dichotomopilus funicola OX=1934379 GN=C8A04DRAFT_13508 PE=3 SV=1	Dichotomopilus funicola	399	1496	75.1	85.0	0.0
995	TR	A0A6G1GDL9	S-adenosylmethionine synthase OS=Eremomyces bilateralis CBS 781.70 OX=1392243 GN=P152DRAFT_114126 PE=3 SV=1	Eremomyces bilateralis CBS 781.70	390	1496	73.2	86.5	0.0
996	TR	A0A2A9P5C6	S-adenosylmethionine synthase OS=Ophiocordyceps unilateralis OX=268505 GN=XA68_16973 PE=3 SV=1	Ophiocordyceps unilateralis	433	1496	74.8	85.6	0.0
997	TR	A0A0A1UYM2	S-adenosylmethionine synthase OS=Metarhizium robertsii OX=568076 GN=X797_004112 PE=3 SV=1	Metarhizium robertsii	394	1496	75.6	85.0	0.0
998	TR	A0A5C3NBL4	S-adenosylmethionine synthase OS=Heliocybe sulcata OX=5364 GN=OE88DRAFT_1653201 PE=3 SV=1	Heliocybe sulcata	386	1496	74.7	86.3	0.0
999	TR	A0A0B4H4W0	S-adenosylmethionine synthase OS=Metarhizium guizhouense (strain ARSEF 977) OX=1276136 GN=MGU_02933 PE=3 SV=1	Metarhizium guizhouense (strain ARSEF 977)	394	1496	75.6	85.0	0.0
1000	TR	A0AA40AN65	S-adenosylmethionine synthase OS=Apiosordaria backusii OX=314023 GN=B0T21DRAFT_386579 PE=3 SV=1	Apiosordaria backusii	408	1496	74.8	85.8	0.0
